章节,单词,解释
Chapter-21 身⼼健康,accord,"n. 协议, 条约 v. 给予"
Chapter-21 身⼼健康,attribute,"v. 把…归因于 n. 属性, 特征"
Chapter-21 身⼼健康,recall,"n. 回忆, 回想起; 召回"
Chapter-21 身⼼健康,recollect,"v. 记忆, 想起"
Chapter-21 身⼼健康,remind,"v. 提醒, 使想起"
Chapter-21 身⼼健康,retell,"v. 复述, 重新讲述"
Chapter-21 身⼼健康,repeat,v. 重复 adj. 再次光顾的
Chapter-21 身⼼健康,retrospect,n. 回顾
Chapter-21 身⼼健康,impress,v. 给…深刻印象; 使铭记
Chapter-21 身⼼健康,surmount,v. 克服; 置于…顶端
Chapter-21 身⼼健康,mortify,"v. 使难堪, 使羞愧"
Chapter-21 身⼼健康,pervade,"v. 弥漫, 渗透, 遍及"
Chapter-21 身⼼健康,replace,"v. 代替, 取代"
Chapter-21 身⼼健康,substitute,v. ⽤…代替; 替换 n. 代⽤品; 代替者; 替补(运动员)
Chapter-21 身⼼健康,distinguish,"v. 区别, 辨别; 使出众, 使著名"
Chapter-21 身⼼健康,differentiate,"v. 区分, 区别; 差别对待"
Chapter-21 身⼼健康,incline,v. 倾向于; 倾斜 n. 斜坡; 倾斜
Chapter-21 身⼼健康,lean,v. 倚靠; 倾斜 adj. 瘦的; 贫乏的
Chapter-21 身⼼健康,sideways,adv. 向⼀侧
Chapter-21 身⼼健康,feel,"v. 感觉到, 感知; 触碰"
Chapter-21 身⼼健康,mood,"n. ⼼情, 情绪; ⽓氛"
Chapter-21 身⼼健康,emotion,"n. 情绪, 情感, 感情"
Chapter-21 身⼼健康,temper,"n. 坏脾⽓; 情绪, ⼼情 v. 使缓和"
Chapter-21 身⼼健康,manner,n. 举⽌; 礼貌; ⽅式; ⻛俗
Chapter-21 身⼼健康,attitude,"n. 态度, 看法"
Chapter-21 身⼼健康,character,n. 性格; 特征; ⼈物; ⻆⾊
Chapter-21 身⼼健康,personality,"n. 个性, ⼈性"
Chapter-21 身⼼健康,trait,"n. 特征, 特点"
Chapter-21 身⼼健康,virtue,"n. 美德, 德⾏; 优点"
Chapter-21 身⼼健康,feature,n. 特征; ⾯容的⼀部分 v. 以…为特⾊
Chapter-21 身⼼健康,stature,"n. 身⾼, 身材; ⾼度"
Chapter-21 身⼼健康,flesh,n. ⾁; ⼈类
Chapter-21 身⼼健康,mankind,n. ⼈类; 男⼈
Chapter-21 身⼼健康,human,adj. ⼈类的; 有⼈性的 n. ⼈类
Chapter-21 身⼼健康,bone,"n. ⻣, ⻣骼"
Chapter-21 身⼼健康,backbone,"n. 脊柱; ⻣⼲, 中坚; ⻣⽓"
Chapter-21 身⼼健康,skeleton,"n. ⻣骼, ⻣架; 框架, 梗概"
Chapter-21 身⼼健康,skull,n. 头脑; 头⻣
Chapter-21 身⼼健康,brain,"n. 脑; 智慧, 智⼒"
Chapter-21 身⼼健康,mind,n. 头脑; 思考能⼒; 思维; 意⻅; 记忆⼒
Chapter-21 身⼼健康,physical,adj. 身体的; 物质的; 物理的
Chapter-21 身⼼健康,mental,"adj. 精神的, 思想上的; 智⼒的"
Chapter-21 身⼼健康,cheek,"n. ⾯颊, 颊"
Chapter-21 身⼼健康,forehead,n. 额
Chapter-21 身⼼健康,brow,n. 额; 眉; 眉⽑
Chapter-21 身⼼健康,eyelash,n. 睫⽑
Chapter-21 身⼼健康,lip,n. 嘴唇; 边缘
Chapter-21 身⼼健康,mouth,"n. ⼝, 嘴; 河⼝"
Chapter-21 身⼼健康,tongue,n. ⾆头; 语⾔
Chapter-21 身⼼健康,throat,"n. 喉咙; 窄路; 嗓⼦, 嗓⾳"
Chapter-21 身⼼健康,gorge,"n. 咽喉; 暴⻝; ⼭峡, 峡⾕ v. 狼吞⻁咽"
Chapter-21 身⼼健康,chin,n. 下巴
Chapter-21 身⼼健康,jaw,n. 颌; 下巴; 狭窄⼊⼝; 唠叨
Chapter-21 身⼼健康,neck,n. 脖⼦; 颈; ⾐领
Chapter-21 身⼼健康,beard,n. 胡须
Chapter-21 身⼼健康,shoulder,n. 肩膀; 路肩
Chapter-21 身⼼健康,limb,n. 肢; 树枝
Chapter-21 身⼼健康,elbow,n. 肘部; 弯头; 扶⼿ v. ⽤肘挤
Chapter-21 身⼼健康,wrist,"n. ⼿腕, 腕关节"
Chapter-21 身⼼健康,thumb,n. 拇指
Chapter-21 身⼼健康,palm,n. ⼿掌; 棕榈树 v. 把…藏在⼿中
Chapter-21 身⼼健康,finger,n. ⼿指
Chapter-21 身⼼健康,fist,"n. 拳头, 拳"
Chapter-21 身⼼健康,chest,"n. 胸部, 胸"
Chapter-21 身⼼健康,abdomen,"n. 腹部, 腹"
Chapter-21 身⼼健康,rib,n. 肋⻣; 排⻣
Chapter-21 身⼼健康,waist,n. 腰; 腰部
Chapter-21 身⼼健康,organ,n. 器官; 机构; ⻛琴
Chapter-21 身⼼健康,liver,n. 肝脏
Chapter-21 身⼼健康,stomach,"n. 胃⼝; 胃, 腹部"
Chapter-21 身⼼健康,womb,n. ⼦宫; 发源地
Chapter-21 身⼼健康,kidney,"n. 肾, 肾脏"
Chapter-21 身⼼健康,lung,n. 肺
Chapter-21 身⼼健康,gland,n. 腺
Chapter-21 身⼼健康,chamber,"n. 腔, 室; 议院"
Chapter-21 身⼼健康,intestine,n. 肠
Chapter-21 身⼼健康,thigh,"n. ⼤腿, 股"
Chapter-21 身⼼健康,joint,"n. 关节; 接合处 adj. 共同的, 联合的"
Chapter-21 身⼼健康,knee,"n. 膝盖, 膝"
Chapter-21 身⼼健康,lap,n. ⼤腿部; 下摆; 环节; ⼀圈
Chapter-21 身⼼健康,ankle,n. 踝; 踝关节
Chapter-21 身⼼健康,heel,n. ⾜跟
Chapter-21 身⼼健康,toe,"n. 脚趾, ⾜尖"
Chapter-21 身⼼健康,muscle,n. 肌⾁
Chapter-21 身⼼健康,pore,"n. ⽑孔; ⼩孔, ⽓孔 v. 凝视; 沉思"
Chapter-21 身⼼健康,pulse,n. 脉搏; 脉冲
Chapter-21 身⼼健康,artery,n. 动脉; ⼲线
Chapter-21 身⼼健康,nerve,"n. 神经; 紧张, 焦虑"
Chapter-21 身⼼健康,hormone,"n. 荷尔蒙, 激素"
Chapter-21 身⼼健康,immune,adj. 免疫的; 有受影响的; 免除的
Chapter-21 身⼼健康,stimulus,n. 刺激物; 促进因素
Chapter-21 身⼼健康,biorhythm,n. ⽣物节律
Chapter-21 身⼼健康,lifestyle,n. ⽣活⽅式
Chapter-21 身⼼健康,habit,n. 习惯
Chapter-21 身⼼健康,sense,n. 感觉; 感官
Chapter-21 身⼼健康,sight,n. 视⼒; 看⻅; 景物 v. 观察
Chapter-21 身⼼健康,eyesight,n. 视⼒
Chapter-21 身⼼健康,view,n. 视野; ⻅解; ⻛景; 查看
Chapter-21 身⼼健康,visual,"adj. 视⼒的, 视觉的"
Chapter-21 身⼼健康,visible,"adj. 可⻅的, 看得⻅的"
Chapter-21 身⼼健康,vague,"adj. 含糊的; 不清楚的, 模糊的"
Chapter-21 身⼼健康,blind,"adj. 盲⽬的, 瞎的; 未察觉到的"
Chapter-21 身⼼健康,dumb,adj. 哑的; 不肯开⼝的
Chapter-21 身⼼健康,aural,adj. ⽿的; 听觉的; ⽓味的; 先兆的
Chapter-21 身⼼健康,dental,adj. ⽛的; ⽛⻮的; ⽛科的
Chapter-21 身⼼健康,awake,adj. 醒着的; 警觉的
Chapter-21 身⼼健康,yawn,v. 打呵⽋; 裂开 n. 呵⽋
Chapter-21 身⼼健康,nap,"n. ⼩睡, 打盹; 绒⽑"
Chapter-21 身⼼健康,doze,"v. ⼩睡, 打盹"
Chapter-21 身⼼健康,quiet,adj. 安静的; 寂静的; 平静的
Chapter-21 身⼼健康,asleep,adj. 睡着的; 不活跃的; 麻⽊的
Chapter-21 身⼼健康,cripple,n. 跛⼦; 残疾⼈ v. 使跛
Chapter-21 身⼼健康,lame,"adj. 瘸的, 跛的; ⽆说服⼒的"
Chapter-21 身⼼健康,dwarf,n. ⼩矮⼈; 侏儒 adj. 矮⼩的
Chapter-21 身⼼健康,pregnancy,"n. 怀孕, 妊娠"
Chapter-21 身⼼健康,born,v. 出⽣ adj. 天⽣的; 与⽣俱来的
Chapter-21 身⼼健康,condom,n. 避孕套
Chapter-21 身⼼健康,clone,v. 克隆 n. 克隆动物(或植物)
Chapter-21 身⼼健康,symptom,n. 征兆; 症状
Chapter-21 身⼼健康,disease,n. 疾病
Chapter-21 身⼼健康,illness,n. 疾病; 病
Chapter-21 身⼼健康,moan,n. v. 呻吟; 哀悼
Chapter-21 身⼼健康,infection,n. 传染; 传染病; 影响
Chapter-21 身⼼健康,detriment,n. 损害; 损害物; 伤害
Chapter-21 身⼼健康,broken,adj. 弄坏的; 破碎的
Chapter-21 身⼼健康,disable,v. 使丧失能⼒; 使⽆能⼒; 使伤残
Chapter-21 身⼼健康,invalid,"n. 病弱者, 伤残者; 病⼈, 病号 adj. 病弱的, 伤残的; ⽆效的"
Chapter-21 身⼼健康,patient,"n. 病⼈ adj. 有耐⼼的, 能忍耐的"
Chapter-21 身⼼健康,dysfunction,"n. (身体)功能障碍, 机能失调"
Chapter-21 身⼼健康,diabetes,n. 糖尿病
Chapter-21 身⼼健康,obesity,n. 肥胖; 肥胖症
Chapter-21 身⼼健康,overweight,"adj. 超重的, 过胖的 n. 超重 v. 使超重; 过于重视"
Chapter-21 身⼼健康,hypertension,n. ⾼⾎压
Chapter-21 身⼼健康,paralyse,v. 使麻痹; 使瘫痪; 使⽆助
Chapter-21 身⼼健康,dizzy,"adj. 眩晕的, 头晕⽬眩的 v. 使眩晕"
Chapter-21 身⼼健康,insane,adj. 患精神病的; 疯狂的
Chapter-21 身⼼健康,insomnia,"n. 失眠, 失眠症"
Chapter-21 身⼼健康,allergy,n. 敏感症; 过敏性
Chapter-21 身⼼健康,heart attack,n. ⼼脏病发作
Chapter-21 身⼼健康,cancer,n. 癌
Chapter-21 身⼼健康,arthritis,n. 关节炎
Chapter-21 身⼼健康,pimple,"n. 粉刺, ⼩脓疱"
Chapter-21 身⼼健康,stroke,n. 中⻛; 击打; ⼀笔画
Chapter-21 身⼼健康,plague,n. 瘟疫
Chapter-21 身⼼健康,flu,"n. 流感, 流⾏性感冒"
Chapter-21 身⼼健康,fever,"n. 发烧, 发热; 狂热 v. 发烧; 狂热"
Chapter-21 身⼼健康,headache,n. 头痛
Chapter-21 身⼼健康,swell,"v. 肿胀, 膨胀; 增加"
Chapter-21 身⼼健康,choke,v. 窒息; 阻塞; 说不出话; 勒死
Chapter-21 身⼼健康,injure,"v. 伤害, 使遭受损伤; 损害"
Chapter-21 身⼼健康,injury,n. 伤害; 损害
Chapter-21 身⼼健康,hurt,v. 损害; 伤害; 疼痛
Chapter-21 身⼼健康,bleed,v. 流⾎; 榨取; 给…放⾎
Chapter-21 身⼼健康,bruise,n. 淤伤; 伤痕 v. 擦伤
Chapter-21 身⼼健康,scar,"n. 疤痕, 伤疤"
Chapter-21 身⼼健康,wound,"n. 伤⼝; 创伤, 伤害"
Chapter-21 身⼼健康,trauma,"n. 外伤, 身体上的伤; 精神创伤; 痛苦经历"
Chapter-21 身⼼健康,lump,n. 肿块; 块 v. 使成块状
Chapter-21 身⼼健康,pain,n. 痛苦; 疼痛 v. 使痛苦
Chapter-21 身⼼健康,death,"n. 死亡, 死; 毁灭"
Chapter-21 身⼼健康,mortal,"adj. 必死的; 致命的 n. 凡⼈, ⼈类"
Chapter-21 身⼼健康,demise,n. 死亡; 转让; 让位; 禅让
Chapter-21 身⼼健康,doom,n. 毁灭; 厄运 v. 使注定失败(或死亡等)
Chapter-21 身⼼健康,fatal,adj. 致命的; 毁灭性的; 灾难性的; 决定性的
Chapter-21 身⼼健康,lethal,adj. 致使的
Chapter-21 身⼼健康,corpus,n. ⼫体; ⽂集; 本⾦
Chapter-21 身⼼健康,overwork,n. 过度⼯作; 过度操劳 v. 过度⼯作
Chapter-21 身⼼健康,tire,"v. 疲劳, 困倦; 厌烦 n. 轮胎"
Chapter-21 身⼼健康,exhaust,v. 耗尽; ⽤完; 使精疲⼒竭
Chapter-21 身⼼健康,fatigue,n. 疲劳 v. 使疲劳
Chapter-21 身⼼健康,faint,adj. 模糊的; 微弱的; 虚弱的 v. 晕倒
Chapter-21 身⼼健康,feeble,adj. 虚弱的; 微弱的; ⽆⼒的
Chapter-21 身⼼健康,weary,adj. 疲倦的; 厌烦的
Chapter-21 身⼼健康,weaken,"v. 削弱, 减弱; 使虚弱; 变软弱"
Chapter-21 身⼼健康,uncomfortable,adj. 不舒服的; 不⾃在的
Chapter-21 身⼼健康,unconscious,adj. 失去知觉的; ⽆意识的
Chapter-21 身⼼健康,chronic,"adj. 慢性的, ⻓期的"
Chapter-21 身⼼健康,acute,"adj. 急性的; 敏锐的, 深刻的"
Chapter-21 身⼼健康,sore,adj. 疼痛的; 恼⽕的; 严重的
Chapter-21 身⼼健康,sorrow,n. 悲伤; 悲痛
Chapter-21 身⼼健康,suffering,n. 苦难; 折磨
Chapter-21 身⼼健康,lament,"n. 悲伤, 哀悼 v. 哀悼; 对…感到悔恨"
Chapter-21 身⼼健康,hospital,n. 医院
Chapter-21 身⼼健康,therapy,n. 治疗
Chapter-21 身⼼健康,health care,n. 医疗保健
Chapter-21 身⼼健康,sanitary,adj. 卫⽣的; 清洁的
Chapter-21 身⼼健康,medical,"adj. 医学的, 医疗的"
Chapter-21 身⼼健康,curative,adj. 治疗的 n. 药品
Chapter-21 身⼼健康,hygiene,"n. 卫⽣, 卫⽣学; 保健法"
Chapter-21 身⼼健康,fitness,v. 适合; 健康
Chapter-21 身⼼健康,clinic,n. ⻔诊
Chapter-21 身⼼健康,physician,n. 内科医⽣
Chapter-21 身⼼健康,surgeon,n. 外科医⽣
Chapter-21 身⼼健康,operation,n. 操作; ⼿术; 运转; 经营
Chapter-21 身⼼健康,cure,"v. 治好, 治愈 n. 疗法; 治疗"
Chapter-21 身⼼健康,heal,v. 治愈; 康复; 愈合
Chapter-21 身⼼健康,treatment,"n. 治疗, 疗法; 待遇"
Chapter-21 身⼼健康,check,"v. 检查, 核对 n. 账单"
Chapter-21 身⼼健康,prescription,"n. 处⽅, 药⽅; 秘决; 秘⽅"
Chapter-21 身⼼健康,transplant,v. 移植
Chapter-21 身⼼健康,X-ray,n. X射线; v. ⽤X射线检查
Chapter-21 身⼼健康,injection,n. 注射; 注射物; 单射
Chapter-21 身⼼健康,precaution,"n. 预防, 警惕; 预防措施"
Chapter-21 身⼼健康,vaccinate,"v. 给…接种疫苗, 预防接种"
Chapter-21 身⼼健康,quarantine,"n. 检疫, 隔离检疫期 v. 对…进⾏隔离检疫"
Chapter-21 身⼼健康,segregate,v. 隔离; 分开; 分享
Chapter-21 身⼼健康,isolate,"v. 使隔离, 使孤⽴, 使脱离"
Chapter-21 身⼼健康,pharmacy,n. 药房; 药剂学
Chapter-21 身⼼健康,medicine,n. 医学; 药物
Chapter-21 身⼼健康,remedy,"n. 药物, 治疗法; 解决⽅法"
Chapter-21 身⼼健康,drug,n. 药; 毒品
Chapter-21 身⼼健康,pill,"n. 药丸, 丸剂"
Chapter-21 身⼼健康,antibiotic,n. 抗⽣素
Chapter-21 身⼼健康,acupuncture,"n. 针灸, 中医针灸疗法"
Chapter-21 身⼼健康,penicillin,n. ⻘霉素
Chapter-21 身⼼健康,morphine,n. 吗啡
Chapter-21 身⼼健康,dose,n. ⼀剂 v. 给…服药
Chapter-21 身⼼健康,recovery,"n. 恢复, 痊愈"
Chapter-21 身⼼健康,refresh,v. 使恢复精神; 翻新; 刷新
Chapter-21 身⼼健康,relief,"n. 宽慰, 轻松; 减轻, 缓解"
Chapter-21 身⼼健康,relieve,"v. 救济; 减轻, 解除"
Chapter-21 身⼼健康,alleviate,"v. 减轻, 缓解"
Chapter-21 身⼼健康,resume,"v. 重新开始, (中断后)继续"
Chapter-21 身⼼健康,ease,"v. 减轻, 放松, 缓和 n. 容易; 悠闲"
Chapter-21 身⼼健康,relax,v. 放松
Chapter-21 身⼼健康,normal,adj. 正常的; 正规的; 规范的
Chapter-21 身⼼健康,common,"adj. 共同的; 普通的, 平常的"
Chapter-21 身⼼健康,usual,"adj. 通常的, 惯常的"
Chapter-21 身⼼健康,optimistic,"adj. 乐观的, 乐观主义的"
Chapter-21 身⼼健康,pessimistic,"adj. 悲观的, 悲观主义的"
Chapter-21 身⼼健康,positive,adj. 肯定的; 积极的; 绝对的
Chapter-21 身⼼健康,negative,adj. 否定的; 消极的
Chapter-21 身⼼健康,passive,"adj. 被动的, 消极的"
Chapter-21 身⼼健康,enthusiastic,"adj. 热⼼的, 热情的"
Chapter-21 身⼼健康,indifferent,adj. 漠不关⼼的; ⽆关紧要的; 平庸的; 中⽴的
Chapter-21 身⼼健康,apathetic,"adj. ⽆动于衷的, 莫不关⼼的"
Chapter-21 身⼼健康,negligible,"adj. 可以忽略的, 微不⾜道的"
Chapter-21 身⼼健康,happiness,"n. 幸福, 快乐; 适当"
Chapter-21 身⼼健康,delight,v. ⾼兴; 爱好 n. 兴趣
Chapter-21 身⼼健康,merry,"adj. 愉快的, 欢乐的; 微醉的"
Chapter-21 身⼼健康,fun,n. 乐趣; 玩笑 adj. 有趣的
Chapter-21 身⼼健康,joke,n. 笑话; 玩笑 v. 说笑话; 开玩笑
Chapter-21 身⼼健康,laughter,"n. 笑, 笑声"
Chapter-21 身⼼健康,joy,"n. 欢乐, 喜悦; 乐趣"
Chapter-21 身⼼健康,please,"v. 使⾼兴, 取悦 adv. 请"
Chapter-21 身⼼健康,rejoice,"v. ⾼兴, 欢喜"
Chapter-21 身⼼健康,thrill,n. 激动 v. 激动; 感到紧张
Chapter-21 身⼼健康,cheer,v. 喝彩; 使振作; 欢呼
Chapter-21 身⼼健康,pleasure,"n. 愉快, ⾼兴; 荣幸"
Chapter-21 身⼼健康,agreeable,adj. 令⼈愉快的; 同意的
Chapter-21 身⼼健康,exhilarate,"v. 使⾼兴, 使兴奋"
Chapter-21 身⼼健康,satisfactory,adj. 令⼈满意的
Chapter-21 身⼼健康,desirable,"adj. 可取的, 值得拥有的, 合意的"
Chapter-21 身⼼健康,exciting,"adj. 令⼈兴奋的, 使⼈激动的"
Chapter-21 身⼼健康,keen,adj. 强烈的; 敏锐的; 渴望的; 有强烈兴趣的
Chapter-21 身⼼健康,zeal,n. 热情; 激情
Chapter-21 身⼼健康,lively,adj. 活泼的; 活跃的; 栩栩如⽣的
Chapter-21 身⼼健康,lovely,adj. 可爱的; 令⼈愉快的
Chapter-21 身⼼健康,fond,adj. 喜爱的; 溺爱的
Chapter-21 身⼼健康,favour,"n. 偏爱; 赞同; 恩惠, 帮助"
Chapter-21 身⼼健康,surprising,"adj. 令⼈惊讶的, 出⼈意料的"
Chapter-21 身⼼健康,startle,v. 使⼤吃⼀惊 n. 吃惊
Chapter-21 身⼼健康,amazing,"adj. 令⼈惊叹的, 惊⼈的"
Chapter-21 身⼼健康,astound,"v. 使⼤吃⼀惊, 使惊骇"
Chapter-21 身⼼健康,hectic,"adj. 兴奋活跃的, 忙乱的, 繁忙的"
Chapter-21 身⼼健康,liberal,"adj. 慷慨的, ⼤⽅的; ⾃由主义的"
Chapter-21 身⼼健康,generous,adj. 慷慨的; 宽厚的
Chapter-21 身⼼健康,gentle,adj. 温和的; 柔和的; ⽂雅的; 出身名⻔的
Chapter-21 身⼼健康,humble,adj. 谦虚的; 卑微的
Chapter-21 身⼼健康,modest,"adj. 谦虚的, 谦逊的"
Chapter-21 身⼼健康,humorous,adj. 幽默的; 滑稽的
Chapter-21 身⼼健康,polite,adj. 有礼貌的; 客⽓的
Chapter-21 身⼼健康,frank,"adj. 坦⽩的, 直率的"
Chapter-21 身⼼健康,mysterious,adj. 神秘的; 不可思议的
Chapter-21 身⼼健康,curious,"adj. 好奇的, 好未知的"
Chapter-21 身⼼健康,daring,"adj. 勇敢的, ⼤胆的"
Chapter-21 身⼼健康,manly,adj. 有男⼦⽓概的; 果断的
Chapter-21 身⼼健康,direct,adj. 直接的; 直率的
Chapter-21 身⼼健康,earnest,"adj. 认真的, 诚恳的"
Chapter-21 身⼼健康,honesty,"n. 诚实, 正直"
Chapter-21 身⼼健康,proud,"adj. 骄傲的, ⾃豪的; 令⼈⾃豪的"
Chapter-21 身⼼健康,rational,adj. 理性的; 合理的
Chapter-21 身⼼健康,seriously,adv. 严肃地; 认真地; 严重地
Chapter-21 身⼼健康,stern,adj. 严厉的; 坚定的
Chapter-21 身⼼健康,friendly,"adj. 友好的, 友善的"
Chapter-21 身⼼健康,hospitable,adj. 好客的; 热情友好的
Chapter-21 身⼼健康,romantic,adj. 浪漫的; 充满传奇⾊彩的
Chapter-21 身⼼健康,freedom,"n. ⾃由, 独⽴⾃主"
Chapter-21 身⼼健康,careful,"adj. 仔细的, 细致的; ⼩⼼的, 谨慎的"
Chapter-21 身⼼健康,concern,n. 关⼼; 忧虑 v. 涉及; 使担忧; 关⼼
Chapter-21 身⼼健康,confidence,n. ⾃信; 信任; 信赖
Chapter-21 身⼼健康,considerate,"adj. 考虑周到的, 体谅的"
Chapter-21 身⼼健康,thoughtful,"adj. 认真思考的; 考虑周到的, 体贴的"
Chapter-21 身⼼健康,sympathetic,adj. 同情的; 和谐的
Chapter-21 身⼼健康,ready,adj. 准备好的; 愿意的
Chapter-21 身⼼健康,apologise,"v. 道歉, 赔罪"
Chapter-21 身⼼健康,apology,n. 道歉; 辩解
Chapter-21 身⼼健康,mercy,"n. 仁慈, 宽容, 怜悯"
Chapter-21 身⼼健康,admire,"v. 赞美, 钦佩, 仰慕"
Chapter-21 身⼼健康,remarkable,"adj. 值得注意的; ⾮凡的, 卓越的"
Chapter-21 身⼼健康,grateful,adj. 感激的; 表示感激的
Chapter-21 身⼼健康,gratitude,"n. 感激, 感谢, 感恩"
Chapter-21 身⼼健康,eager,"adj. 渴望的, 热切的"
Chapter-21 身⼼健康,sound,adj. 健全的; 酣畅的; 合理的 n. 声⾳ v. 发出声⾳; 听起来
Chapter-21 身⼼健康,picturesque,adj. 如画的; 独特的
Chapter-21 身⼼健康,promising,"adj. ⼤有希望的, 有前途的"
Chapter-21 身⼼健康,prominent,"adj. 突出的, 显著的; 重要的, 杰出的"
Chapter-21 身⼼健康,awesome,"adj. 卓越的, 引起敬畏的"
Chapter-21 身⼼健康,arduous,adj. ⾟勤的; 费⼒的; 陡峭的
Chapter-21 身⼼健康,tough,"adj. 艰难的; 坚强的, 坚忍不拔的; 强硬的"
Chapter-21 身⼼健康,robust,"adj. 强壮的, 强健的"
Chapter-21 身⼼健康,sturdy,adj. 强健的; 坚定的
Chapter-21 身⼼健康,steadfast,adj. 坚定的
Chapter-21 身⼼健康,tender,adj. 脆弱的; 温柔的; 软弱的; 疼痛的
Chapter-21 身⼼健康,temperate,adj. 温和的; 温带的; 有节制的; ⼼平⽓和的
Chapter-21 身⼼健康,delicate,adj. 精致的; 微妙的; 脆弱的
Chapter-21 身⼼健康,mundane,"adj. 平凡的, 世俗的; 世界的"
Chapter-21 身⼼健康,naive,adj. 天真的; 幼稚的
Chapter-21 身⼼健康,childish,adj. 孩⼦般的; 幼稚的
Chapter-21 身⼼健康,sincere,"adj. 真诚的, 诚挚的"
Chapter-21 身⼼健康,liable,"adj. 有责任的; 有…倾向的, 可能的"
Chapter-21 身⼼健康,trustworthy,"adj. 值得信赖的, 可靠的"
Chapter-21 身⼼健康,enterprising,"adj. 有事业⼼的, 有进取⼼的; 有魄⼒的"
Chapter-21 身⼼健康,sane,adj. ⼼智健全的; 理智的
Chapter-21 身⼼健康,strenuous,"adj. 发奋的; 繁重的, 艰苦的"
Chapter-21 身⼼健康,rigorous,"adj. 严格的, 严厉的; ⼀丝不苟的"
Chapter-21 身⼼健康,strict,adj. 严格的; 严厉的
Chapter-21 身⼼健康,severe,adj. 严厉的; ⼗分严重的; 限巨的
Chapter-21 身⼼健康,mutual,"adj. 相互的, 彼此的; 共同的"
Chapter-21 身⼼健康,resemble,"v. 与…相像, 类似"
Chapter-21 身⼼健康,similar,"adj. 相似的, 类似的"
Chapter-21 身⼼健康,familiar,adj. 熟悉的
Chapter-21 身⼼健康,naked,"adj. 裸体的, ⾚条条的"
Chapter-21 身⼼健康,bare,adj. ⾚裸的; ⽆遮蔽的
Chapter-21 身⼼健康,private,adj. 私⼈的; 个⼈的; 私下的
Chapter-21 身⼼健康,intuition,n. 直觉
Chapter-21 身⼼健康,spontaneous,"adj. ⾃发的, ⾃然的, 本能的; ⾃然产⽣的"
Chapter-21 身⼼健康,implicit,"adj. 暗示的, 含蓄的; 不怀疑的, ⽆保留的"
Chapter-21 身⼼健康,illusion,n. 错觉; 幻想
Chapter-21 身⼼健康,imaginary,"adj. 想像的, 虚构的"
Chapter-21 身⼼健康,fancy,"n. 想象⼒; 爱好 v. 认为, 想象"
Chapter-21 身⼼健康,fate,"n. 命运, 宿命"
Chapter-21 身⼼健康,fortune,n. 命运; 运⽓; 财产
Chapter-21 身⼼健康,agony,n. 极度的痛苦; 挣扎
Chapter-21 身⼼健康,grief,n. 极度悲伤
Chapter-21 身⼼健康,grieve,v. (使)悲伤
Chapter-21 身⼼健康,miserable,"adj. 极不愉快的, 痛苦的"
Chapter-21 身⼼健康,distress,"n. 悲痛; 穷困, 不幸 v. 使伤⼼, 使忧虑"
Chapter-21 身⼼健康,sadness,"n. 悲伤, 悲哀"
Chapter-21 身⼼健康,gloomy,adj. 幽暗的; 令⼈沮丧的
Chapter-21 身⼼健康,disappoint,v. 使失望; 使受挫折
Chapter-21 身⼼健康,discourage,"v. 使灰⼼, 使⽓馁; 劝阻"
Chapter-21 身⼼健康,wretched,"adj. 不幸的, 可怜的, 悲惨的; 恶劣的"
Chapter-21 身⼼健康,frustrating,"adj. 令⼈灰⼼的, 使⼈沮丧的"
Chapter-21 身⼼健康,mourn,"v. 哀痛, 哀悼"
Chapter-21 身⼼健康,anger,"n. 怒, 怒⽓ v. 使发怒"
Chapter-21 身⼼健康,furious,"adj. 狂怒的, 暴怒的"
Chapter-21 身⼼健康,frown,"n. 皱眉, 不悦 v. 皱眉, 表示不悦"
