序号,单词,音标,词性,中文释义,学段分类,场景归属
1863,objective,-,n./adj.,宗旨；目标/客观的,中考考纲词汇,10_情感态度与性质修饰
1864,obligation,-,n.,义务；责任,中考考纲词汇,08_职业工作与社会科技
1865,oblige,-,v.,迫使；强迫；帮忙,中考考纲词汇,09_核心行为与动作动词
1866,oblivious,-,adj.,不知道的；未注意的,中考考纲词汇,10_情感态度与性质修饰
1867,obscure,-,adj.,难以理解的,中考考纲词汇,10_情感态度与性质修饰
1868,observatory,-,n.,天文台,中考考纲词汇,08_职业工作与社会科技
1869,observe,-,v.,观察；观测；注意到,中考考纲词汇,09_核心行为与动作动词
1870,obsess,-,v.,（是）痴迷、心神不宁,中考考纲词汇,09_核心行为与动作动词
1871,obstacle,-,n.,障碍；障碍物,中考考纲词汇,08_职业工作与社会科技
1872,obstruct,-,v.,阻塞、妨碍,中考考纲词汇,09_核心行为与动作动词
1873,obtain,-,v.,获得；得到,中考考纲词汇,09_核心行为与动作动词
1874,obtrusive,-,adj.,过分炫耀的；过分突出的；扎眼的,中考考纲词汇,03_饮食烹饪与健康医疗
1875,occasion,-,n.,场合；时机；机会,中考考纲词汇,08_职业工作与社会科技
1876,occupation,-,n.,占领，占据；职业,中考考纲词汇,08_职业工作与社会科技
1877,occur,-,v.,发生，出现,中考考纲词汇,09_核心行为与动作动词
1878,ocean,-,n.,海洋；洋,中考考纲词汇,06_交通出行与地理旅游
1879,oceania,-,n.,大洋洲,中考考纲词汇,06_交通出行与地理旅游
1880,odd,-,adj.,奇数的；古怪的,中考考纲词汇,10_情感态度与性质修饰
1881,offend,-,v.,冒犯；犯罪；违反,中考考纲词汇,09_核心行为与动作动词
1882,offer,-,n./v.,给予（物）；提议/提供；出（价）,中考考纲词汇,09_核心行为与动作动词
1883,office,-,n.,办公室；要职；官职；[Office]部、局、厅,中考考纲词汇,08_职业工作与社会科技
1884,official,-,adj.,正式的；官方的,中考考纲词汇,10_情感态度与性质修饰
1885,offset,-,v./n.,补偿；抵消,中考考纲词汇,09_核心行为与动作动词
1886,offspring,-,n.,后代；子孙；产物,中考考纲词汇,06_交通出行与地理旅游
1887,olive,-,n.,橄榄；橄榄树,中考考纲词汇,08_职业工作与社会科技
1888,olympic,-,adj./n.,奥林匹克运动会,中考考纲词汇,04_文体娱乐与节庆风俗
1889,omit,-,v.,遗漏 ；省略；删去,中考考纲词汇,09_核心行为与动作动词
1890,ongoing,-,adj.,进行中的；继续存在的,中考考纲词汇,10_情感态度与性质修饰
1891,onion,-,n.,洋葱,中考考纲词汇,03_饮食烹饪与健康医疗
1892,ooze,-,v.,(浓液等,中考考纲词汇,09_核心行为与动作动词
1893,opacity,-,n.,不透明性,中考考纲词汇,08_职业工作与社会科技
1894,opening,-,adj./n.,开始的/开始；开端,中考考纲词汇,10_情感态度与性质修饰
1895,opera,-,n.,歌剧,中考考纲词汇,04_文体娱乐与节庆风俗
1896,operate,-,v.,操作；运营；做手术,中考考纲词汇,03_饮食烹饪与健康医疗
1897,operation,-,n.,手术；操作；经营；运转,中考考纲词汇,03_饮食烹饪与健康医疗
1898,opinion,-,n.,看法；评价,中考考纲词汇,08_职业工作与社会科技
1899,opportunity,-,n.,机会；时机,中考考纲词汇,08_职业工作与社会科技
1900,oppose,-,v.,反对，抵制,中考考纲词汇,09_核心行为与动作动词
1901,oppress,-,v.,压迫；压制；使压抑,中考考纲词汇,09_核心行为与动作动词
1902,opt,-,v.,选择,中考考纲词汇,09_核心行为与动作动词
1903,optical,-,adj.,视觉的；光学的,中考考纲词汇,10_情感态度与性质修饰
1904,optics,-,n.,光学,中考考纲词汇,08_职业工作与社会科技
1905,optimal,-,adj.,最佳的；最理想的,中考考纲词汇,10_情感态度与性质修饰
1906,optimistic,-,adj.,乐观主义的；乐观的,中考考纲词汇,10_情感态度与性质修饰
1907,oral,-,adj.,口头的,中考考纲词汇,03_饮食烹饪与健康医疗
1908,orange,-,n.,橙子,中考考纲词汇,03_饮食烹饪与健康医疗
1909,orbit,-,n.,轨道,中考考纲词汇,08_职业工作与社会科技
1910,orchestra,-,n.,管弦乐队,中考考纲词汇,04_文体娱乐与节庆风俗
1911,order,-,n./v.,次序；整齐/命令,中考考纲词汇,09_核心行为与动作动词
1912,ore,-,n.,矿石；矿,中考考纲词汇,08_职业工作与社会科技
1913,organ,-,n.,器官；手风琴；机构,中考考纲词汇,03_饮食烹饪与健康医疗
1914,organism,-,n.,有机体；生物,中考考纲词汇,02_学校教育与学科学习
1915,organization,-,n.,组织；团体；机构,中考考纲词汇,08_职业工作与社会科技
1916,oriental,-,adj.,东方的（尤其指中日）,中考考纲词汇,06_交通出行与地理旅游
1917,orientation,-,n.,迎新会；方向,中考考纲词汇,06_交通出行与地理旅游
1918,originate,-,v.,发源；来自；创始,中考考纲词汇,09_核心行为与动作动词
1919,ornament,-,n./v.,装饰品；装饰,中考考纲词汇,09_核心行为与动作动词
1920,orphan,-,n./v.,孤儿/使成为孤儿,中考考纲词汇,01_个人家庭与人际交往
1921,ounce,-,n.,盎司；少量,中考考纲词汇,08_职业工作与社会科技
1922,outcome,-,n.,结果,中考考纲词汇,08_职业工作与社会科技
1923,outdoor,-,adj.,户外的；室外的,中考考纲词汇,10_情感态度与性质修饰
1924,outfit,-,adj./n.,全套服装；全套装备；配备；装备,中考考纲词汇,05_居家生活与服装购物
1925,outline,-,n.,概要；轮廓,中考考纲词汇,08_职业工作与社会科技
1926,outlook,-,n.,观点；展望；前景,中考考纲词汇,06_交通出行与地理旅游
1927,outset,-,n.,开端；开始,中考考纲词汇,08_职业工作与社会科技
1928,outside,-,adj./n.,外部的/外表,中考考纲词汇,11_语法功能与数词介连词
1929,outskirts,-,n.,郊区；市郊,中考考纲词汇,08_职业工作与社会科技
1930,outstanding,-,adj.,突出的；杰出的,中考考纲词汇,10_情感态度与性质修饰
1931,outward,-,adj./adv.,向外的/向外,中考考纲词汇,09_核心行为与动作动词
1932,oven,-,n.,烤炉、烤箱,中考考纲词汇,08_职业工作与社会科技
1933,overall,-,n./adj.,（英）（工作时穿的）罩衣；全面的,中考考纲词汇,05_居家生活与服装购物
1934,overcoat,-,n.,大衣,中考考纲词汇,05_居家生活与服装购物
1935,overestimate,-,v.,高估,中考考纲词汇,09_核心行为与动作动词
1936,overlap,-,v.,与...复叠；（与...）部分相同,中考考纲词汇,05_居家生活与服装购物
1937,overlook,-,v.,远眺；俯瞰；未注意到,中考考纲词汇,09_核心行为与动作动词
1938,overnight,-,adv.,在晚上；突然；一夜之间,中考考纲词汇,09_核心行为与动作动词
1939,overseas,-,adj./adv.,海外的；外国的/向海外；在海外,中考考纲词汇,09_核心行为与动作动词
1940,oversee,-,v.,监督；监管,中考考纲词汇,09_核心行为与动作动词
1941,overshadow,-,v.,隐蔽；使黯然失色,中考考纲词汇,09_核心行为与动作动词
1942,overtake,-,v.,追上，超过；（情感）压倒,中考考纲词汇,09_核心行为与动作动词
1943,overweight,-,adj./n./v.,超重的；过胖的/超重/使超重；过于重视,中考考纲词汇,09_核心行为与动作动词
1944,overwhelming,-,adj.,压倒性的,中考考纲词汇,10_情感态度与性质修饰
1945,overwork,-,n./v.,过度操劳；过度工作/（使）过度工作,中考考纲词汇,08_职业工作与社会科技
1946,owe,-,v.,欠；应把...归功于；欠，感激,中考考纲词汇,09_核心行为与动作动词
1947,owl,-,n.,猫头鹰,中考考纲词汇,03_饮食烹饪与健康医疗
1948,ownership,-,n.,所有权；物主身份,中考考纲词汇,08_职业工作与社会科技
1949,ox,-,n.,（阉割的）公牛,中考考纲词汇,07_自然生态与天气动植物
1950,oxide,-,n.,氧化物,中考考纲词汇,08_职业工作与社会科技
1951,oxygen,-,n.,氧气,中考考纲词汇,08_职业工作与社会科技
1952,ozone,-,n.,臭氧,中考考纲词汇,08_职业工作与社会科技
1953,pace,-,n./v.,步速；速度；步调；节奏；来回踱步,中考考纲词汇,04_文体娱乐与节庆风俗
1954,pacific,-,adj./n.,平静的；平和的；太平洋的；太平洋,中考考纲词汇,10_情感态度与性质修饰
1955,package,-,n./v.,包裹；盒；包/包装,中考考纲词汇,09_核心行为与动作动词
1956,packet,-,n.,包装盒；小件包裹,中考考纲词汇,08_职业工作与社会科技
1957,pad,-,n./v.,衬垫；便签本；（用软材料）填塞,中考考纲词汇,09_核心行为与动作动词
1958,pagoda,-,n.,佛塔,中考考纲词汇,08_职业工作与社会科技
1959,pail,-,n.,（尤美-通常是金属或者木质的）桶；提桶,中考考纲词汇,08_职业工作与社会科技
1960,pain,-,n./v.,痛苦；疼痛/使痛苦,中考考纲词汇,03_饮食烹饪与健康医疗
1961,painstaking,-,adj.,极其仔细的；辛苦的,中考考纲词汇,03_饮食烹饪与健康医疗
1962,painter,-,n.,画家；油漆匠,中考考纲词汇,03_饮食烹饪与健康医疗
1963,painting,-,n.,油画；会话；画作；涂漆,中考考纲词汇,03_饮食烹饪与健康医疗
1964,palm,-,n./v.,棕榈树；手掌/把...藏在手中,中考考纲词汇,03_饮食烹饪与健康医疗
1965,pamphlet,-,n.,小册子,中考考纲词汇,08_职业工作与社会科技
1966,pan,-,n.,平底锅、[美]烤盘,中考考纲词汇,08_职业工作与社会科技
1967,panda,-,n.,熊猫,中考考纲词汇,07_自然生态与天气动植物
1968,pane,-,n.,（一块）玻璃窗,中考考纲词汇,05_居家生活与服装购物
1969,panic,-,n./v.,惊慌，惊恐/（使）惊恐、惊慌,中考考纲词汇,09_核心行为与动作动词
1970,papaya,-,n.,番木瓜,中考考纲词汇,08_职业工作与社会科技
1971,paper,-,n.,论文；纸,中考考纲词汇,02_学校教育与学科学习
1972,paperback,-,n.,简装书；平装书,中考考纲词汇,02_学校教育与学科学习
1973,parachute,-,n.,降落伞,中考考纲词汇,06_交通出行与地理旅游
1974,parade,-,v./n.,游行；炫耀/庆祝游行；列队进行；炫耀,中考考纲词汇,04_文体娱乐与节庆风俗
1975,paradise,-,n.,天堂；乐园；福地,中考考纲词汇,08_职业工作与社会科技
1976,parallel,-,n./adj./v.,平行线；相似之处/平行的/与...相似；比得上,中考考纲词汇,09_核心行为与动作动词
1977,paralyse,-,v.,使麻痹；使瘫痪；使无助,中考考纲词汇,09_核心行为与动作动词
1978,parameter,-,n.,参数；起限定作用的因素,中考考纲词汇,08_职业工作与社会科技
1979,paraphrase,-,v./n.,意译；改述,中考考纲词汇,09_核心行为与动作动词
1980,parasite,-,n.,寄生虫,中考考纲词汇,07_自然生态与天气动植物
1981,parcel,-,v./n.,打包；包/土地的一块；包裹,中考考纲词汇,09_核心行为与动作动词
1982,parliament,-,n.,议会、国会,中考考纲词汇,08_职业工作与社会科技
1983,parlour,-,n.,客厅,中考考纲词汇,05_居家生活与服装购物
1984,participate,-,v.,参加；参与,中考考纲词汇,09_核心行为与动作动词
1985,particle,-,n.,颗粒；微粒；极小量,中考考纲词汇,08_职业工作与社会科技
1986,partner,-,n.,伙伴，盟友；合伙人；搭档,中考考纲词汇,01_个人家庭与人际交往
1987,passage,-,n.,通过；通道；走廊,中考考纲词汇,05_居家生活与服装购物
1988,passenger,-,n.,乘客,中考考纲词汇,08_职业工作与社会科技
1989,passive,-,adj.,被动的，消极的,中考考纲词汇,10_情感态度与性质修饰
1990,pasta,-,n.,意大利面食,中考考纲词汇,08_职业工作与社会科技
1991,paste,-,n.,糨糊、面团,中考考纲词汇,08_职业工作与社会科技
1992,pastime,-,n.,娱乐；消遣,中考考纲词汇,08_职业工作与社会科技
1993,patch,-,n./v.,补丁，（与周围不同的）小片；补缀,中考考纲词汇,09_核心行为与动作动词
1994,patent,-,n./v.,专利；专利权；得到...的专利权；给...专利证,中考考纲词汇,08_职业工作与社会科技
1995,path,-,n.,小路,中考考纲词汇,08_职业工作与社会科技
1996,patient,-,n./adj.,病人/有耐心的；能忍耐的,中考考纲词汇,01_个人家庭与人际交往
1997,patriot,-,n.,爱国者,中考考纲词汇,08_职业工作与社会科技
1998,patrol,-,n./v.,巡逻，巡查,中考考纲词汇,09_核心行为与动作动词
1999,patron,-,n.,赞助人；顾客；老主顾,中考考纲词汇,01_个人家庭与人际交往
2000,pattern,-,n.,模式；样式；底样,中考考纲词汇,08_职业工作与社会科技
2001,pause,-,n./v.,暂停，停顿,中考考纲词汇,09_核心行为与动作动词
2002,pave,-,v.,铺（路或地面）,中考考纲词汇,09_核心行为与动作动词
2003,paw,-,n.,（动物的）脚掌；爪子,中考考纲词汇,03_饮食烹饪与健康医疗
2004,payment,-,n.,支付；支付的款项；付款额,中考考纲词汇,03_饮食烹饪与健康医疗
2005,payroll,-,n.,工资名单,中考考纲词汇,08_职业工作与社会科技
2006,pea,-,n.,豌豆,中考考纲词汇,08_职业工作与社会科技
2007,peach,-,n.,桃子,中考考纲词汇,03_饮食烹饪与健康医疗
2008,peak,-,n./v.,山峰；顶点；达到最大值,中考考纲词汇,06_交通出行与地理旅游
2009,pear,-,n.,梨,中考考纲词汇,03_饮食烹饪与健康医疗
2010,pebble,-,n.,鹅卵石,中考考纲词汇,08_职业工作与社会科技
2011,pedal,-,n./v.,踏板；踩踏板,中考考纲词汇,09_核心行为与动作动词
2012,pedestrian,-,n.,步行者；行人,中考考纲词汇,01_个人家庭与人际交往
2013,pedicab,-,n.,（人力）三轮车,中考考纲词汇,01_个人家庭与人际交往
2014,peel,-,v.,剥落；掉漆；脱皮,中考考纲词汇,03_饮食烹饪与健康医疗
2015,peep,-,v./n.,窥视，偷看/偷偷一瞥,中考考纲词汇,09_核心行为与动作动词
2016,peer,-,v./n.,凝视；盯着看/同等地位的人，同辈,中考考纲词汇,01_个人家庭与人际交往
2017,penalty,-,n.,惩罚；处罚,中考考纲词汇,08_职业工作与社会科技
2018,penetrate,-,v.,刺入；穿透；渗透；洞察,中考考纲词汇,05_居家生活与服装购物
2019,penguin,-,n.,企鹅,中考考纲词汇,08_职业工作与社会科技
2020,penicillin,-,n.,青霉素,中考考纲词汇,08_职业工作与社会科技
2021,peninsula,-,n.,半岛,中考考纲词汇,06_交通出行与地理旅游
2022,pepper,-,n.,胡椒粉、柿子树,中考考纲词汇,08_职业工作与社会科技
2023,perceive,-,v.,感知；察觉；意识到,中考考纲词汇,09_核心行为与动作动词
2024,percent,-,n.,百分之...,中考考纲词汇,05_居家生活与服装购物
2025,perennial,-,n./adj.,多年生植物；长期的；持久的,中考考纲词汇,07_自然生态与天气动植物
2026,perfect,-,adj.,完美的,中考考纲词汇,10_情感态度与性质修饰
2027,perform,-,v.,履行；执行,中考考纲词汇,09_核心行为与动作动词
2028,perfume,-,n.,香味、芳香；香水,中考考纲词汇,03_饮食烹饪与健康医疗
2029,peril,-,n.,重大危险，险情，危险,中考考纲词汇,08_职业工作与社会科技
2030,periodically,-,adv.,周期性地；定期地,中考考纲词汇,09_核心行为与动作动词
2031,peripheral,-,adj./n.,外围的/外围设备,中考考纲词汇,08_职业工作与社会科技
